Codigo;Descricao
23323;SOFT STARTER 60CV 220V SSW070171T5SZ 171A WEG
1264;SOFT STARTER 5CV 220V SSW060016T2257PSZ WEG
18751;SOFT STARTER 550CV 380V SSW060820T2257PSZ WEG
25923;SOFT STARTER 50CV 220-575V SSW070061T5SZ 85A WEG
18750;SOFT STARTER 500CV 380V SSW060670T2257PSZ WEG
26733;SOFT STARTER 450CV 380V SSW900E0604T5E4 WEG
18748;SOFT STARTER 450CV 380V SSW060604T2257PSZ WEG
20570;SOFT STARTER 40CV-62A ATS48D62Q - SCHINEIDER
33272;SOFT STARTER 40CV 61A 380V REF SSW900B0061T5E2 WEG
22253;SOFT STARTER 40CV 380V SSW080061T5SZ WEG
13888;SOFT STARTER 40CV 380V SSW060060T2257PSZ 60A WEG
22352;SOFT STARTER 40CV 380V BD5000-4T0300L
24552;SOFT STARTER 3CV 220V SSW900A0010T5E2 10A WEG
26742;SOFT STARTER 350CV 380V SSW900F0820T5E4
26734;SOFT STARTER 350CV 380V SSW900E0480T5E4 WEG
33271;SOFT STARTER 30CV 45A 380V REF SSW900B0045T5E2 WEG
27249;SOFT STARTER 30CV 380V SSW080045T5SZ WEG
15129;SOFT STARTER 30CV 380V SSW050045T2246PPZ 45A WEG
18753;SOFT STARTER 300CV 380V SSW070412T5SH1Z WEG
18749;SOFT STARTER 300CV 380V SSW060412T2257PSZ WEG
27602;SOFT STARTER 300CV 380V 410A SSW070412T5SH2Z WEG
25926;SOFT STARTER 25CV 220-575V SSW070024T5SZ 30A WEG
14021;SOFT STARTER 250CV 380V SSW070365T5SH2Z 365A WEG
20562;SOFT STARTER 20CV ATS48D62Q - SCHINEIDER
21884;SOFT STARTER 20CV 380V BRSSW080030T5SZ WEG
19910;SOFT STARTER 20CV 220V (SSW070061T5SZ) 61A WEG
14015;SOFT STARTER 200CV 380V SSW070312T5SH2Z 312A WEG
17067;SOFT STARTER 175CV 380V SSW070255T5SH2Z2
13887;SOFT STARTER 15CV 380V SSW060023T2257PSZ 23A WEG
14275;SOFT STARTER 15CV 380V SSW050023T2246PPZ 23A WEG
33270;SOFT STARTER 15CV 24A 380V REF SSW900A0024T5E2 WEG
22353;SOFT STARTER 10CV 380V SSW080017T5SZ
17313;SOFT STARTER 10CV 380V SSW050016T2246PPZ  16A WEG
14006;SOFT STARTER 100CV 220V SSW070171T5SZ 171A WEG
27425;SOFT STARTER 1.5CV 380V SSW050003T2246PPZ 3A WEG
25857;SOFT PSR 25 600 70 - 15CV ABB
25398;SNACK ELMA CHIPS DORITOS QUEIJO NACHO PCT 92G
29495;SNACK / CHIPS 40/160G
17861;SMART CONTROLE REMOTO WIFI
24121;SMART BOX ANDROID TV IZY PLAY
16716;SLIM 5000 LA
16897;SLIM 5000 APP MULTI-CHANNEL AMPLIFICADOR
22439;SLIM 4500 OPTICAL
22440;SLIM 2000 APP G2
27717;SITOP MODULAR 24V / 20A TRIFÁSICA 6EP1436-3BA00 SIEMENS
28359;SISTEMA VENT TF65001 IP 54 115V
18264;SISTEMA TOMADA CONEXEL
23009;SISTEMA IMPRESSAO PLOTTER PWA4
32848;SISTEMA GERENCIAMENTO POL INTELLION
31408;SISTEMA GERADOR FOTOVOLTAICO 93.24 KWP - KFV93.242709SK
21384;SISTEMA FECHO PORTA C/ FECHAD. ELETROMAGNETICA FE20150 150KG
10390;SISTEMA DE PRESSURIZAÇÃO TDV-500-VER - 4CV TRIF. 220/380V - SUC. 2 1/2' - ELEV. 2'
27263;SISTEMA DE PESAGEM BAG COMPLETA
27135;SISTEMA DE EMBUTIR LINEAR POLO 27X3000X45
27134;SISTEMA DE EMBUTIR LINEAR POLO 27X2250X45
27133;SISTEMA DE EMBUTIR LINEAR POLO 27X2000X45
21887;SISTEMA DE DESARME DE CORTINA I-02
18332;SISTEMA DE CONTROLE BMC1S3-3T-FE
28857;SISTEMA DE CÂMERA SPLIT 5MP VC9101
28344;SISTEMA DE AREFECIMENTO C/ EXAUSTOR 230V
23149;SISTEMA BARRAMENTO ELETRICO BLINDADO KSL70 4 10 COM 30 METROS
30018;SISTEMA BARRAMENTO ELETRICO BLINDADO  COM 32 METROS 4P
29358;SISTEMA AUDIOVISUAL C/ SIRENE A PROVA DE EXPLOSAO 12/24V
16319;SIRENE/CORNETA P/ ALARME 12V
5374;SIRENE PRETA 2 TONS 12V
8305;SIRENE PRETA 1 TON 110V ( 4110 )
27880;SIRENE PIZOELET. VERM. CONVENCIONAL SAPW24-C
31770;SIRENE PIEZO ELETRICA 1 TOM BRANCA 12V
23754;SIRENE PARADOX
2532;SIRENE P/ PAINEL AD16-22SM 220V
14177;SIRENE P/ ALARME DE INCENDIO 12V
15793;SIRENE ELETRONICA ABS POLIESTIRENO ACS 1224 110DB
20689;SIRENE ELETRÔNICA A PROVA DE EXPLOSÃO 108 DB - IP66 (B2SIREX)
20694;SIRENE ELETRÔNICA A PROVA DE EXPLOSÃO 108 DB - IP66 - IRIS (B2SIREX)
28524;SIRENE DE INCENDIO C/ FLASH SI-115I JFL
22936;SIRENE BRANCA IPEC
19546;SIRENE AUDIOVISUAL VERM. CONVENCIONAL SAV24PT-C
19547;SIRENE AUDIOVISUAL VERM. CONVENCIONAL SAV24-C
27875;SIRENE AUDIOVISUAL SIRIUS SAVQI-D
29493;SIRENE AUDIOVISUAL MIC VERM SAF-24C
20912;SIRENE AUDIOVISUAL LED 100 DB_24V IP55 - ABAFIRE
20844;SIRENE AUDIOVISUAL GLK 12V HOME VM
26238;SIRENE AUDIOVISUAL ENDERECAVEL
21273;SIRENE AUDIOVISUAL CONVENCIONAL 24VCC SAV-C IP20
26237;SIRENE AUDIOVISUAL CONVENCIONAL
20910;SIRENE AUDIO VISUAL IP65 CONVENCIONAL - VERMELHA
1368;SIRENE AUDIO VISUAL IP55 ENDERECAVEL
15330;SIRENE 12V PRETA 115DB GENNO 1 TOM
24618;SIRENE 105 DB - SIR 1000 BC
17300;SINALIZADOR VISUAL P/ ALARME DE INCENDIO
8496;SINALIZADOR SONORO VISUAL P/ ALARME DE INCENDIO
18434;SINALIZADOR SONORO VISUAL CONVENCIONAL
32759;SINALIZADOR GIROFLEX LUMINOSO/SONORO VERMELHO COM BUZZER LTE1103-R
17751;SINALIZADOR DUPLO P/ 2 LAMPADAS S/ FOTOCELULA PRT-993
14180;SINALIZADOR DUPLO P/ 2 LAMPADAS C/ FOTOCELULA PRT-994R
7831;SINALIZADOR DUPLO P/ 2 LAMPADAS C/ FOTOCELULA PRT-994
28475;SINALIZADOR DE GARAGEM LED 45 BIV AUTOMATICO
19797;SINALIZADOR DE GARAGEM C/ SONORO LED BIVOLT
26558;SINALIZADOR DE ALARME DE INCENDIO ENDERECAVEL - AUIDOVISUAL IP55 - SAFIRA
26672;SINALIZADOR DE ALARME DE INCENDIO AUDIOVISUAL LED IP20 ANALOGICO
2526;SINALIZADOR DE ALARME DE INCENDIO AUDIOVISUAL ENDEREÇAVEL IP-55  SAVE07B1
16675;SINALIZADOR DE ALARME DE INCENDIO AUDIOVISUAL CONVENCIONAL IP-55
19538;SINALIZADOR DE ALARME DE INCENDIO AUDIO VISUAL CONVENCIONAL 24VCC - TECNOHOLD
25966;SINALIZADOR DE ALARME DE INCENDIO AUDIO VISUAL CONVENCIONAL 24VCC - SEGURIMAX
22649;SINALIZADOR DE ALARME DE INCENDIO AUDIO VISUAL CONVENCIONAL 12VCC - VM
27110;SINALIZADOR AUDIOVISUAL ENDEREÇAVEL
21899;SINALIZADOR AUDIO/VISUAL 12V CONVENCIONAL
15574;SINALIZADOR AUDIO VISUAL VALKYRIE IP65
30785;SINALIZADOR ACUSTICO 250 12V DP-250 - BEATEK
15233;SINALIZADOR ACUSTICO 250 - 24V
16672;SINALIZADOR ACUST. VISUAL SAV 340 IP44
11772;SINALIZADOR 45 - 220V
19131;SINALIZACAO SAIDA STANDARD FU - VERDE C/ ADESIVO E SELETOR 220V - SEGURIMAX
19139;SINALIZACAO SAIDA STANDARD FU - VERDE C/ ADESIVO E SELETOR 220V - MANPLEX
9547;SINALIZACAO SAIDA STANDARD - SIMPLES - C/ ADESIVO 24VCC
9565;SINALIZACAO SAIDA STANDARD - DUPLA - C/ ADESIVO 24VCC
20677;SINALIZACAO SAIDA SLIM FACE UNICA C/ ADESIVO 50x25
19631;SINALIZACAO SAIDA SLIM FACE UNICA C/ ADESIVO
20676;SINALIZACAO SAIDA SLIM FACE DUPLA C/ ADESIVO 50x25
19632;SINALIZACAO SAIDA SLIM FACE DUPLA C/ ADESIVO
26752;SINALIZACAO SAIDA FACE UNICA C/ ADESIVO PSA125 INTELBRAS
25862;SINALEIRO WEG CEW-SM2-D23 VERDE 220V
5486;SINALEIRO WEG 21MM 220V VERMELHO
5485;SINALEIRO WEG 21MM 220V VERDE
23129;SINALEIRO VERM. 22MM 115V AC/DC
23130;SINALEIRO VERDE 22MM 115V AC/DC
21290;SINALEIRO SONORO E LUMINOSO LED VERMELHO 22MM - 24V
19848;SINALEIRO SONORO E LUMINOSO LED VERMELHO 22MM - 220V
32782;SINALEIRO SONORO E LUMINOSO LED VERMELHO 22MM - 12V
21289;SINALEIRO SONORO E LUMINOSO LED VERDE 22MM - 24V
21661;SINALEIRO SONORO E LUMINOSO LED AMARELO 22MM - 24V
18935;SINALEIRO SDK 9MM VERMELHO - 24VA/VCC
18934;SINALEIRO SDK 9MM VERDE - 24VA/VCC
18947;SINALEIRO SDK 9MM BRANCO - 24VA/VCC
11170;SINALEIRO LED VERMELHO HDY16-16R 24V
10013;SINALEIRO LED VERMELHO HDY16-16R 220V
2522;SINALEIRO LED VERMELHO HD16-22 D/ R 220V
11171;SINALEIRO LED VERDE HDY16-16G 24V BHS
11173;SINALEIRO LED VERDE HDY16-16G 220V
2520;SINALEIRO LED VERDE HD16-22 D/G 220V
14223;SINALEIRO LED VERDE HD16-22 D/G 110V
19620;SINALEIRO LED LARANJA 22MM - 24V
14250;SINALEIRO LED AMARELO HD16-22DY
5106;SINALEIRO LED AMARELO HD16-22 D/Y 24V
22188;SINALEIRO CSW-SD0-WH
18255;SINALEIRO AMARELO 12V
30385;SINALEIRO 22MM LED 220V 3SB7216-6AA60-1AA0 BRANCO SIEMENS
2516;SIMULACAO DE ILUMINACAO - SIMULINGHT
17872;SILICONE TYTAN MULTIVED 280 GR INCOLOR
20467;SILICONE PU
17695;SILICONE NEUTRO DE ALTA TEMP GERAL
19233;SILICONE MULTIUSO ACETICO INCOLOR 50GR
2514;SILICONE EM SPRAY 300ML-150G
10866;SILICONE EM SPRAY 200ML - 110G
31132;SILICONE ALTA TEMPERATURA 85 GR PRETO
28443;SILICONE ALTA TEMPERATURA 60 GR CINZA
21572;SILICONE 280 GR INCOLOR TOTAL
20254;SÍLICA PARA TRANSFORMADOR
27044;SILENCIADOR U  1/8 LATAO
27016;SILENCIADOR U  1/4 - ROSCA 1/4 BSPP
20007;SILENCIADOR ROSCA 3/8 PSV-01
26680;"SILENCIADOR PNEUMATICO COM REGULAGEM DE FLUXO ROSCA 1/8"""
33384;"SILENCIADOR PNEUMATICO COM REGULAGEM DE FLUXO ROSCA 1/2"""
22644;SILENCIADOR DE BRONZE 1/4 PARA VALVULA PNEUMÁTICA
29219;SIFAO EXTENSIVEL BRANCO 40MM - 66CM
2506;SIFAO 80/72CM BLUKIT UNIVERSAL BRANCO
20540;SG 800 SWITCH 8 PORTAS GIGA ETHERNET
16781;SG 500 SWITCH 5 PORTAS GIGA ETHERNET
31767;SERVODRIVE MODULO DE POTENCIA SIMODRIVE 611 1 EIXO 56A 6SN1123-1AA00-0EA2 SIEMENS
32609;SERVIDOR POWEREDGE T150 XEON 4C E-2324G 3.1GHZ 1X16GB 2X480GB SATA RAID 10 DELL
19979;SERVIDOR LENOVO TS150 XEON 4C E3 1225 V6 3.3GHZ 1X8GB 1TB RAID 0-1-10-5 70 UB A008BN
33025;SERVIDOR HP 380 G9-14B-2X 2673V3 24 CORES - 256 GB RAM 8TB HD
30059;SERVIDOR DE IMPRESSAO USB/ETHERNET 10/100MBPS
20374;SERVIÇOS DE RESTAURAÇÃO DE MOTORES E BOMBAS GERAL MANUT
20373;SERVIÇOS DE RECONDICIONAMENTO DE MOTORES E BOMBAS GERAL
7511;SERVICO WILLIAN CREPALDI FENALI
2487;SERVICO WILLIAN ARCARO
10321;SERVICO WELLINGTON PEREIRA COSTA
28656;SERVICO WAGNER ALMEIDA DE SOUZA
10012;SERVICO VERONICA PEREIRA PIRES
11647;SERVICO VALNEI AMERICO FAVARO
13054;SERVICO VALDERSON SILVEIRA
5928;SERVICO VAGNER MARTINS DOS SANTOS CARDOSO
2503;SERVICO TIAGO BOTELHO
11500;SERVICO TEILOR MARTINS GONCALVES
30463;SERVICO TECNICO GUINDAUTO
22351;SERVICO TECNICO (PAINEL)
22216;SERVICO TECNICO - HORA EXTRA
11930;SERVICO TECNICO
11264;SERVICO SERGIO DELGRANDE
10527;SERVICO RODRIGO RANGEL DA SILVA GARCIA
10268;SERVICO RODRIGO POLA
13412;SERVICO RODRIGO NIOTTI FELTRIN
26165;SERVICO REMOVER E INSTALAR UNIDADES
12045;SERVICO PAULO CESAR JACQUES CABREIRA
11263;SERVICO NATHIEL DE SOUZA BIZ
11262;SERVICO MATEUS DA SILVA MOTA
12330;SERVICO MATEUS DA SILVA - PLANTAO
11541;SERVICO MATEUS BA LUIZ
28654;SERVICO MARCO ANTONIO BROLESE NICOLETTI
5897;SERVICO MAICON DAROS TONETTO
9800;SERVICO LUCAS RIBEIRO DA SILVA
7771;SERVICO LUCAS RANGEL BECKER - PLANTAO
9973;SERVICO LUCAS ELIAS BENTO
31658;SERVICO LINHA VIVA
13284;SERVICO LEONARDO GOMES TORETI
11886;SERVICO LEONARDO CONSENSO
12181;SERVICO LAUDISNEI DOS SANTOS NAZARIO
2501;SERVICO JOVANE SILVA DA CRUZ
2499;SERVICO JOSIEL GONCALVES TROMBIM
13618;SERVICO JOELSON CHAVES DA SILVA
11259;SERVICO JOCIEL ZEFERINO DE MELLO
11648;SERVICO JEFFERSON FERREIRA DOS SANTOS
8596;SERVICO JEAN FRANCHESCO GREGORINI
2497;SERVICO JALMIR VOTRI MACHADO
2494;SERVICO JADIEL BOZA DELLA VECHIA
13772;SERVICO IURY FREGULIA GABRIEL
28655;SERVICO ISAQUE GUARDIANO LEMOS
11261;SERVICO INACIO ROCHA - PLANTAO
2495;SERVICO IAGO DOS REIS SIMAO
2493;SERVICO HENRIQUE DE LIMA CARDOSO
2492;SERVICO GUSTAVO DA SILVA OLIVEIRA
11260;SERVICO GUILHERME SEVERINO DE MELO
2491;SERVICO GUILHERME RODRIGUES DE FAVERI
2490;SERVICO GUILHERME POSSAMAI DOS SANTOS
9866;SERVICO GUILHERME ELIAS VOTRE SCHULTER
8626;SERVICO GLEIZER PESENTI GREGORINI
13087;SERVICO GLADSON MANDELI BIZ
9933;SERVICO FERNANDO SILVANO DE FREITAS
2486;SERVICO FELIX FENALI
11549;SERVICO FELIPE BOZA DELLA VECHIA
8656;SERVICO FELIPE ACORDI DA SILVA
10544;SERVICO ERICK MARTINS ANTUNES
26602;SERVICO ENERGIA SOLAR - START UP - RELATORIOS - SUPORTE
2485;SERVICO EMANUEL ROSA
13663;SERVICO ELTON RODRIGUES MIGUEL
2484;SERVICO EDUARDO MEZZARI GABRIEL
12215;SERVICO DOUGLAS MARTIGNAGO ROSSO
8912;SERVICO DOUGLAS MANDELLI BIZ
5948;SERVICO DIONATAN BRISTOT - PLANTAO
8903;SERVICO DILNEI SONEGO
13643;SERVICO DIEGO DANDOLINI PASINI
31827;SERVICO DESLOCAMENTO HILUX CACAMBA
27791;SERVICO DESLOCAMENTO CESTO (HILUX)
28637;SERVICO DESLOCAMENTO (KOMBI)
22615;SERVICO DESLOCAMENTO (GUINDAUTO)
302;SERVICO DESLOCAMENTO (CARRO)
28670;SERVICO DESLOCAMENTO - RAI-9H21
28671;SERVICO DESLOCAMENTO - RAC-4C12
28672;SERVICO DESLOCAMENTO - NIJ-1563
28674;SERVICO DESLOCAMENTO - MLK-3156
28675;SERVICO DESLOCAMENTO - MKQ-4687
28676;SERVICO DESLOCAMENTO - MKH-5817
28677;SERVICO DESLOCAMENTO - MKG-1048
28690;SERVICO DESLOCAMENTO - MIX-8706
28678;SERVICO DESLOCAMENTO - MIE-6F67
28687;SERVICO DESLOCAMENTO - MHY-9499
28659;SERVICO DESLOCAMENTO - MHH-3983
28686;SERVICO DESLOCAMENTO - MGU-5298
28679;SERVICO DESLOCAMENTO - MFQ-1986
28680;SERVICO DESLOCAMENTO - MFL-3I87
28681;SERVICO DESLOCAMENTO - MCF-3E42
28682;SERVICO DESLOCAMENTO - MAR-5639
28685;SERVICO DESLOCAMENTO - HLH-7279
28658;SERVICO DESLOCAMENTO - EYE-3478
28683;SERVICO DESLOCAMENTO - EPX-4H09
17857;SERVICO DE TORNO
18901;SERVICO DE TERCEIROS
8423;SERVICO DE RECORTE GESSO
11935;SERVICO DE PINTURA
20879;SERVICO DE MUNCK
21747;SERVICO DE MANUTENCAO GERAL
2479;SERVICO DE MANUTENCAO ELETRICA
8424;SERVICO DE MANUTENCAO - OFICINA
23954;SERVICO DE LINHA VIVA
23193;SERVICO DE INSTALAÇÃO ELETRICA
2481;SERVICO DE INSTALACAO ELETRICA
1595;SERVICO DE GUINDAUTO
28506;SERVICO DE GALVANIZAÇÃO
14788;SERVICO DE FUSAO FIBRA OPTICA
23307;SERVICO DE ESTUDO DE PROTECAO E SELETIVIDADE
11933;SERVICO DE ESCAVACAO DE VALAS
20460;SERVICO DE ENGENHARIA DE SOFTWARE - SCADA
22614;SERVICO DE ENGENHARIA DE SOFTWARE - CLP
22217;SERVICO DE ENGENHARIA DE SOFTWARE - AUTOMACAO - HORA EXTRA
20009;SERVICO DE ENGENHARIA DE SOFTWARE - AUTOMACAO
28669;SERVICO DE ENGENHARIA - TERCEIROS - TECNOELETRO
28668;SERVICO DE ENGENHARIA - TERCEIROS - TECNOELETRO
22616;SERVICO DE ENGENHARIA - START-UP AUTOMACAO
17749;SERVICO DE ENGENHARIA - START-UP
27027;SERVICO DE ENGENHARIA - DESENVOLVIMENTO DE PROTOTIPOS
2482;SERVICO DE ENGENHARIA
11932;SERVICO DE ENCANADOR
18168;SERVICO DE CONSTRUCAO CIVIL
11267;SERVICO DE CONSERTO
24416;SERVICO DE CESTO AEREO
22302;SERVICO DE AJUDANTE - HORA EXTRA
12649;SERVICO DE AJUDANTE
12979;SERVICO DANIEL SELINGER
30225;SERVICO COMERCIAL
11979;SERVICO CICERO PIETSCH MANENTI - PLANTAO
11887;SERVICO CARLOS MAGNO SANTOS RAMOS
7324;SERVICO ARTHUR WARMILING
7642;SERVICO ANTONIO MARCOS DE SOUZA
13642;SERVICO ANDERSON PAULO CUSTODIO
7596;SERVICO ALMIR DE FREITAS JOSE
19356;SERVICO ALAN DOS SANTOS PINHEIRO
12638;SERVICO ADRION MONTELLI COSTA
13662;SERVICO ADRIANO SARTOR LIMA
13191;SERVICO ADEVIR PERON JUNIOR
9886;SERROTE P/ GESSO DRYWALL 7'
7735;SERRA TICO-TICO BT-JS 800E - 220V
21674;SERRA TICO TICO BS-324 STARRET C/ 5PÇS
3366;SERRA MARMORE 4100NH2Z 220V
2919;SERRA DE BANCADA BT-TS 1500U 220V
2466;SERRA COPO JG ALTURA 2 - VONDER
2464;SERRA COPO DIAMANTADA 80MM - WURTH
18135;SERRA COPO DIAMANTADA 40MM MISTER
6127;SERRA COPO DIAMANTADA 40MM C/ HASTE
18134;SERRA COPO DIAMANTADA 35MM MISTER
18133;SERRA COPO DIAMANTADA 30MM MISTER
18132;SERRA COPO DIAMANTADA 25MM MISTER
7556;SERRA COPO DIAMANTADA 25MM C/ HASTE
25205;SERRA COPO DIAMANTADA 19MM , HASTE
10568;SERRA COPO AR 92MM - 3.5/8
2459;SERRA COPO AR 89MM - 3.1/2
17063;SERRA COPO AR 70MM - 2.3/4'
17062;SERRA COPO AR 64MM - 2.1/2 - STARRETT
13493;SERRA COPO AR 54MM 2.1/8
13492;SERRA COPO AR 51MM 2
10573;SERRA COPO AR 44MM - 1.3/4 - MASTERSAW
2452;SERRA COPO AR 41MM - 1.5/8
13490;SERRA COPO AR 33MM 1.5/16
13491;SERRA COPO AR 27MM 1.1/16
2436;SERRA COPO AR 25MM - 1 - VONDER
2447;SERRA COPO AR 22MM - 7/8 - VONDER
10572;SERRA COPO AR 22MM - 7/8 - MASTERSAW
2446;SERRA COPO AR 19MM - 3/4
5371;SERRA COPO AR 114MM - 4.1/2
23228;SERRA COPO ACO RAPIDO 1
26335;SERRA COPO 150MM (ALUGUEL)
22598;SERRA CIRCULAR GKS 150 STD 1500W
10106;SERRA CIRCULAR BT-CS 1400 - 220V
8348;SEPARADOR DE PARTICULAS ESMIRILHADEIRA D28112
14215;SENSOR ULTRASSONICO BUB3000-30GM-E5-V1 PNP NA/NF
17184;SENSOR ULTRASS. DC M30 80A NA,NF PNP CONEC. M12 5 PINOS UB2000-30GM-E5-V15
19371;SENSOR TEMPERATURA PT100 6X300mm 1/2 BSP C/ CABEÇOTE HASTE E CORPO AÇO INOX 304
24568;SENSOR TEMPERATURA PT100 3 FIOS 0 A 300C HASTE 10CM C/ CABEÇOTE C/ ROSCA 1/2 BSP
30840;SENSOR SOLIDO CNU D-230 5A 120VCA - 24VCC / 90 A 260VCA
2444;SENSOR RHT PROBE P/ N322 THT 3MT - NOVUS
31908;SENSOR PT100 3 FIOS MODBUS CONECTOR DIN MONTADO
23895;SENSOR PRESENCA TETO SLIM 360G MICROCONT. XCONTROL
20789;SENSOR PRESENCA TETO EMB. BRANCO MPT-20E
19161;SENSOR PRESENÇA MG XAS 4010 SMART - INTELBRAS
20790;SENSOR PRESENCA EXTERNO C/ FOTOCELULA BRANCO MPX-40F
14037;SENSOR PRESENCA EXT. PARED. C/FOTO. 180º  Qa21
16301;SENSOR PRES. EXT TETO C/FOTOC. 220V
16863;SENSOR PRES. EXT PAREDE C/ FOTOCELULA BIV QA
14723;SENSOR PRES. EMB/EXT TETO C/FOTOC. 360º BIV. QA19
27140;SENSOR PICKUP ESD5500E
27569;SENSOR PASSIVO SEM FIO IVP 8000 PET CAMERA
27568;SENSOR PASSIVO SEM FIO IVP 8000 PET
24619;SENSOR PASSIVO IVP 3021 SHIELD
24616;SENSOR PASSIVO COM FIO IVP 7001 MW EX 3000 PET
15304;SENSOR PAREDE DE SOBREPOR BRANCO C/ FOTOCELULA MPS-40F
22773;SENSOR PARA CILINDRO W-32R CS1-M
2441;SENSOR P/ PAINEL MA3 / MA4 / MA5
9349;SENSOR NIVEL COM MINI-BOIA RF-MH50BR
32661;SENSOR NIVEL 2ST C/PLUGUE 5M PVDF/PVDF
31308;SENSOR MOTOR MSMF152L1GM DIST. A6 1,5KW IP67
2437;SENSOR MINUTERIA DE EMBUTIR 5MT - ASE-02/WR
2435;SENSOR MEMBRANA APNL-7 ( 120MM )
16295;SENSOR MAGNETICO XAS 4010 SMART - INTELBRAS
27523;SENSOR MAGNETICO TIPO PALITO PARA CILINDRO PNEUMATICO RANHURA T PNP 24VCC MZT8-03 VPS-KU0 CABO 2M SICK
21735;SENSOR MAGNETICO TIPO PALITO PARA CILINDRO PNEUMATICO RANHURA T PNP 24VCC BMF00FN CABO 2M  BALLUFF
18280;SENSOR MAGNETICO SSF5-50R1P2A10U C/ CABO 2MTS
18279;SENSOR MAGNETICO SSF5-50R1P2A10U C/ CABO 10MTS
27573;SENSOR MAGNETICO SEM FIO XAS 8000
18468;SENSOR MAGNETICO S/ FIO VIAWEB SMART
15334;SENSOR MAGNETICO S/ FIO P/ ALARME C/ BATERIA GENNO
21556;SENSOR MAGNETICO REED PARA ATUADORES PNEUMATICO N.A CS1-G
32783;SENSOR MAGNETICO RANHURA T IP67 5-30VDC PNP/NPN NA LED PIGTAIL M8
20176;SENSOR MAGNETICO PORTA
18469;SENSOR MAGNETICO PICK-UP SP02-5/8G3LM WEG
23878;SENSOR MAGNETICO KT 21R
18333;SENSOR MAGNETICO DE SEG. BNS 36-02Z-R
16297;SENSOR MAGNETICO COM CABO 10MTS - S18MB W/30 - BRUMEM
18422;SENSOR MAG. C/ FUNCAO SEG. SSH5-30R1P2A WEG
17753;SENSOR MAG SEGURANCA 2NA 4FIOS CABO 2M SSM5-40R1P2A
18394;SENSOR MAG SEG SSM5-30R1P2A WEG
23749;SENSOR LC 104
18462;SENSOR IVP PET C/ FIO IVP VISORY
15331;SENSOR INFRAVERMELHO S/ FIO SP 9
26039;SENSOR INFRAVERMELHO RANGE 0 A 100°C - SAIDA DE 0 A 10VCC
9758;SENSOR INFRAVERMELHO PASSIVO
26746;SENSOR INFRAVERMELHO LRD-640 PET - JFL
15333;SENSOR INFRAVERMELHO INTERNO C/ FIO IB 550 PET
18458;SENSOR INFRAVERMELHO IDX 1001 JFL
31654;SENSOR INFRAVERMELHO ATIVO IRFLEX210 JFL
13899;SENSOR INFRAVERMELHO ATIVO - FEIXE SIMPLES
18847;SENSOR INFRAVERMELHO 476 PRO PLUS
16317;SENSOR INFRA INTERNO IB 550 PET C/ FIO GENNO , ARTICULADOR
29478;SENSOR INDUTIVO SL8-18G1LPF-SC C/ CABO IP67 WEG
14739;SENSOR INDUTIVO PSE16 18GI50 E2 - 16MM M18
27674;SENSOR INDUTIVO PSE10 30GI50 WF V1 (20-250 VCA / NF)
14737;SENSOR INDUTIVO PSE10 12GI50 E2 - 10MM M12
4773;SENSOR INDUTIVO PS5 18GI 50 A NPN NA F 10-30
4747;SENSOR INDUTIVO PS1.5 8GM45 E2 V8 SAIDA CONECTOR M8 3P
32553;SENSOR INDUTIVO METALICO EX-IFL 2MT 1NA 1NF PNP
19766;SENSOR INDUTIVO M8 SL1.5-8G3LPA PNP NA 10-30VCC
20100;SENSOR INDUTIVO M30 SALIENTE NA PNP 10-30VCC C/ CONECTOR REF SL15-30G3LPA-SC WEG
20101;SENSOR INDUTIVO M30 SALIENTE NA PNP 10-30VCC C/ CABO REF SL15-30G1LPA-SC WEG
27293;SENSOR INDUTIVO M18X96M 120°C FACEADO PNP N,NF SAIDA CABO 5MTS
27712;SENSOR INDUTIVO M18X77MM FACEADO 20...250V AC 2 FIOS NA DS:5MM SAIDA CABO 2M
19768;SENSOR INDUTIVO M18 SL8-18G3LPA PNP NA 10-30VCC
28457;SENSOR INDUTIVO M18 PNP SL8-18G3LP2 NA OU NF 10-30VCC
19767;SENSOR INDUTIVO M12 SL2-12G3LPA PNP NA 10-30VCC
25031;SENSOR INDUTIVO M12 CURTO SALIENTE NA PNP 10-30VCC C/ CABO SL4-12G1LPA-SC WEG
11216;SENSOR INDUTIVO LM18-3005PCX (10-30VDC -NA-NF-PNP)
2433;SENSOR INDUTIVO LM18-3005PC (10-30VDC - NA-NF-PNP)
23090;SENSOR INDUTIVO LM18-3005NC NPN NA,NF 6-36V CABO
2432;SENSOR INDUTIVO LM18-3005NA-JOING (5MM/6-36VDC/NPN
14741;SENSOR INDUTIVO LM12-3004PC (10-30VDC M12 NA-NF - PNP) 4F 4MM
8449;SENSOR INDUTIVO LIM 1530 NP/PR134 - PNP NA,NF 10-30VCC
27711;SENSOR INDUTIVO IO-LINK M18X35MM FACEADO PNP NA DS:5MM SAIDA CABO 2 METROS PUR
23496;SENSOR INDUTIVO FACEADO M18 24VCC NA,NF PNP CABO REF SL5-18G1LP2 WEG
2415;SENSOR INDUTIVO CM30-2010B (10MM/90~250VCA/NF)
14744;SENSOR INDUTIVO CJY18E-08 PC (10-30VDC-NA,NF) PNP
14736;SENSOR INDUTIVO BLME18-3016PCF 6-36VCC PNP NA,NF 16MM M18
